Dam ID,Dam Name,Other Dam Names,NID ID,WDID,Administration Type,Physical Status,Div,WD,County,PM,Township,Range,Section,Q160,Q40,UTM x,UTM y,Latitude,Longitude,Location Accuracy,Stream,Downstream Town,Town Distance,Year Completed,Purposes,Federal Land,Federal Regulations,Dam Type,Dam Length,Dam Height,Crest Elevation,Normal Storage,Surface Area,Drainage Area,Spillway Capacity,Outlet Description,Outlet Capacity,Outlet Inspection Date,Hazard Class,EAP,EAP Date,EAP Inundation Map,Inundation Map Date,Last Inspection Date,Overall Conditions,Safe Storage,Inspector,Current Restrictions,Primary Name,Primary Contact,Assigned To,Modified,More Information,
"110114","BIG EVANS GULCH NO. 2","MOUNTAIN LAKE","CO02181","","Jurisdictional Dam","Active","2","11","LAKE","S","9.0 S","79.0 W","15","SW","NE","395540.7","4346728.9","39.263617","-106.210837","GPS","EVANS GULCH","LEADVILLE","5","1889","S","N","N","RE","691.00","31.00","11470.00","189","17","1478","1570.00","12 VCP encased in 3x3 concrete encasement","15.00","11/01/2016","Significant","Yes","08/13/2014","Yes","03/01/2010","10/12/2023","Conditionally Satisfactory","Conditional Full Storage","MCC","No","PARKVILLE WATER DISTRICT (GREG TETER)","GREG TETER","BCM","01/29/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110114",
"110115","NORTH FORK","","CO00457","","Jurisdictional Dam","Active","2","11","CHAFFEE","N","50.0 N","6.0 E","5","SE","NW","384733.0","4274330.3","38.610003","-106.323901","GPS","N FORK SOUTH ARKANSAS RI","PONCHA SPRINGS","16","1953","RIF","Y","N","RE","500.00","28.60","11431.00","602","33","2001","3028.00","18 dia. Steel pipe","54.00","08/15/2013","High","Yes","01/10/2018","Yes","12/31/2014","09/29/2023","Satisfactory","Full Storage","MP3","No","UPPER ARKANSAS WATER CONSERVANCY DISTRICT (TERRY SCANGA, GENERAL MANAGER)","TERRY SCANGA, GENERAL MANAGER","MP3","03/17/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110115",
"110117","TENNESSEE CREEK","","","","Jurisdictional Dam","Active","2","11","LAKE","S","9.0 S","80.0 W","9","NW","NW","383809.1","4349269.1","39.285005","-106.347232","GPS","TENNESSEE CREEK","BUENA VISTA","40","1951","IH","N","N","RE","3245.00","34.00","0.00","8500","858","27200","9522.00","R.C. BOX 2X5 X*","2130.00","","N","Not Required","","No","","","","","","No","PUEBLO BOARD OF WATER WORKS (ANSELMO, STEVE)","STEVE ANSELMO","BCM","03/30/2011 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110117",
"110118","TWIN LAKES","","CO02045","1103503","Jurisdictional Dam","Active","2","11","LAKE","S","11.0 S","80.0 W","22","NE","SE","386212.3","4326663.2","39.081674","-106.315574","GPS","LAKE CREEK","GRANITE","5","1948","SIHR","N","Y","RE","3140.00","55.00","9210.00","86000","2805","32000","1400.00","12 FT STEEL","3465.00","09/17/1996","High","Yes","01/31/2022","Yes","06/01/2000","","","","","No","U.S. BUREAU OF RECLAMATION (KATHERINE STROZINSKI)","KATHERINE STROZINSKI","","11/07/2022 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110118",
"110120","3 ELK DAM","","CO02046","","Jurisdictional Dam","Active","2","11","CHAFFEE","S","13.0 S","79.0 W","27","NW","NW","394585.4","4305826.9","38.895007","-106.215575","GPS","3 ELK CREEK","BUENA VISTA","4","1973","IR","N","N","RE","325.00","26.00","8960.00","26","4","1920","125.00","12 CSP","7.00","09/27/2012","Low","Not Required","","No","","09/27/2012","Conditionally Satisfactory","Conditional Full Storage","MP3","No","THREE ELK CREEK PROPERTY OWNERS ASSOCIATION (LAIER, TONY)","TONY LAIER","MP3","10/01/2012 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110120",
"110121","SUGARLOAF","TURQUOISE LAKE","CO01669","1103927","Jurisdictional Dam","Active","2","11","LAKE","S","9.0 S","80.0 W","19","SE","NE","381764.2","4345599.9","39.251677","-106.370293","GPS","LAKE FORK CREEK","BUENA VISTA","38","1968","SIR","N","Y","RE","2020.00","125.00","9869.00","129432","1788","16640","2920.00","11 FT CONC PIPE","1120.00","09/18/1996","High","Yes","02/28/2022","Yes","04/01/2021","","","","","No","U.S. BUREAU OF RECLAMATION (KATHERINE STROZINSKI)","KATHERINE STROZINSKI","","11/07/2022 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110121",
"110122","COTTONWOOD LAKE","","CO03036","","Jurisdictional Dam","Active","2","11","CHAFFEE","S","14.0 S","80.0 W","36","NE","SW","388392.6","4293953.0","38.787265","-106.285035","GPS","S. COTTONWOOD CREEK","BUENA VISTA","9","1942","","N","N","OT","45.00","6.00","9560.00","125","48","17216","351.00","Slide gate at ogee weir. Capacity unknown","0.00","","Low","Not Required","","No","","08/11/2014","Conditionally Satisfactory","Conditional Full Storage","MP3","No","UPPER ARKANSAS WATER CONSERVANCY DISTRICT (TERRY SCANGA, GENERAL MANAGER)","TERRY SCANGA, GENERAL MANAGER","MP3","02/20/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110122",
"110123","SALIDA HYDRO #2 FOREBAY","","CO02451","","Jurisdictional Dam","Active","2","11","CHAFFEE","N","50.0 N","7.0 E","32","SE","NW","393692.0","4266443.0","38.540060","-106.219823","GPS","S. ARKANSAS RIVER","PONCHA SPRINGS","13","1904","HR","Y","N","RE","500.00","16.00","0.00","5","2","25500","470.00","30 STL AND 4 *","0.00","","Low","Not Required","","No","","09/01/2016","Conditionally Satisfactory","Conditional Full Storage","MP3","No","XCEL ENERGY","ART STEIMER","MP3","03/17/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110123",
"110201","WAUPACA #2","","CO02452","","Jurisdictional Dam","Active","2","11","CHAFFEE","S","12.0 S","79.0 W","34","SE","NW","395137.1","4313039.0","38.960049","-106.210315","GPS","MCFADDEN","BUENA VISTA","9","1979","IHR","N","N","RE","408.00","22.00","8800.00","20","2","1920","1160.00","24 CMP (partially obstructed by 10 dia PIP penstock pipe running thru it)","38.00","09/27/2012","Low","Not Required","","No","","10/25/2022","Satisfactory","Full Storage","MP3","No","MEADOW LAKES MOUNTAIN ESTATES HOA PRESIDENT","BARBARA JONES","MP3","01/20/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110201",
"110203","MOUNT ELBERT FOREBAY","","CO00446","","Jurisdictional Dam","Active","2","11","LAKE","S","11.0 S","80.0 W","5","SW","SW","381802.3","4330613.5","39.116680","-106.367235","GPS","HALFMOON","BUENA VISTA","30","1981","HR","N","Y","RE","2600.00","90.00","9661.00","11530","270","300","0.00","2-15 PENSTOCKS","0.00","","High","Yes","02/28/2022","Yes","01/01/1985","","","","","No","U.S. BUREAU OF RECLAMATION (KATHERINE STROZINSKI)","KATHERINE STROZINSKI","","11/08/2022 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110203",
"110232","RAINBOW LAKE","MT YALE RESERVOIR","CO02453","","Jurisdictional Dam","Active","2","11","CHAFFEE","S","14.0 S","79.0 W","30","NE","NW","390141.5","4296360.6","38.809180","-106.265285","GPS","MIDDLE COTTONWOOD","BUENA VISTA","8","1965","RF","N","N","ER","120.00","23.00","0.00","106","19","20864","1730.00","There is reportedly (owner) no low level outlet works, but a July 1988 Engineer s Report by Rocky Mountain Engineer s states the low level outlet works has been completely covered and plugged There is a 5.5 W x 4 H Slide gate in princi... (CONT...)","110.00","","Low","Not Required","","No","","06/25/2013","Satisfactory","Full Storage","MP3","No","RAINBOW LAKE RESORT, INC. (LIPPERT, JOEL)","JOEL LIPPERT","MP3","07/09/2013 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110232",
"110233","TROUT CREEK","","CO02813","","Jurisdictional Dam","Active","2","11","CHAFFEE","S","14.0 S","78.0 W","26","NW","SW","405573.4","4295791.3","38.805833","-106.087515","GPS","TROUT CREEK","NATHROP","6","2001","ISRF","N","N","PGRC","120.00","70.00","7953.00","645","27","38496","58683.00","2-24 PVC PIPE","304.00","","High","Yes","08/20/2020","Yes","02/04/2014","07/20/2023","Satisfactory","Full Storage","MP3","No","PAUL MOLTZ,  ","PAUL MOLTZ","MP3","08/20/2020 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110233",
"110234","DROZ CREEK","TOM SMITH","CO02818","","Jurisdictional Dam","Active","2","11","CHAFFEE","N","48.0 N","8.0 E","6","NE","SE","402333.6","4255660.5","38.443892","-106.119176","GPS","DROZ CREEK","PONCHA SPRINGS","6","2000","F","N","N","RE","612.00","32.00","8632.50","98","15","2656","1687.00","18 DUCTILE IRON - ENCASED","34.00","06/30/2014","Significant","Yes","07/06/2021","Yes","01/13/2014","07/20/2023","Satisfactory","Full Storage","MP3","No","BRENT JUILLERET","BRENT JUILLERET","MP3","07/08/2021 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110234",
"110235","BEAVER LAKES ESTATES DAM NO. 1","BEAVER LAKES ESTATES UPPER DAM","","","Jurisdictional Dam","Active","2","11","LAKE","S","10.0 S","79.0 W","7","NW","SW","390280.0","4339110.0","39.194329","-106.270567","Digitized","EMPIRE GULCH","Granite","13","1957","R","N","N","RE","400.00","15.10","10064.90","24","4","124","14.00","6-inch flanged gate valve, invert elevation 10053.5 attached to principal spillway overflow riser with 6-inch flanged nipple wesded to riser with protective nipple inlet. Operated with valve key with 2 steel pipe protective riser. Acce... (CONT...)","3.80","05/07/2007","Low","Not Required","","No","","10/07/2022","Conditionally Satisfactory","Conditional Full Storage","MCC","No","EMPIRE LODGE HOMEOWNERS ASSOCIATION","SHANE CLARK, CARETAKER","BCM","10/31/2022 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110235",
"110236","BEAVER LAKES ESTATES DAM NO. 2","BEAVER LAKES ESTATES LOWER DAM","CO02964","","Jurisdictional Dam","Active","2","11","LAKE","S","10.0 S","80.0 W","12","SE","SW","389650.0","4338610.0","39.189745","-106.277779","Digitized","EMPIRE GULCH","Granite","13","1957","R","N","N","RE","400.00","15.00","9968.00","60","10","94","","","","","Low","","","No","","10/07/2022","Conditionally Satisfactory","Conditional Full Storage","MCC","No","EMPIRE LODGE HOMEOWNERS ASSOCIATION","SHANE CLARK, CARETAKER","BCM","07/06/2018 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110236",
"110237","MCPHELEMY DAM","","","","Non-Jurisdictional Dam","Active","2","11","CHAFFEE","S","14.0 S","78.0 W","8","SE","SW","401644.5","4299835.3","38.841839","-106.133334","Digitized","COTTONWOOD CREEK","BUENA VISTA","0","","R","","","CN","37.00","5.80","7956.00","4","72320","110","303.00","2x3 x3 sluice gates on dam, 1 bypass gate & conduit through right abutment","","","Low","Not Required","","No","","","","","","No","TOWN OF BUENA VISTA (FRIEDMAN, RACHEL)","RACHEL FRIEDMAN","","03/13/2012 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110237",
"110238","HUSKO","","CO02990","","Non-Jurisdictional Dam","Active","2","11","CHAFFEE","N","50.0 N","7.0 E","32","NW","NE","393236.0","4267386.0","38.548502","-106.225199","Digitized","LOST CREEK","MAYSVILLE","2","","R","","","RE","128.00","9.80","8890.00","42","10","320","13.00","8 CMP, BLOCKED SHUT WITH WOOD BLOCK AT D/S END, POSSIBLY GROUTED. U/S GATE INOPERABLE","0.00","11/14/2016","Low","Not Required","","No","","","","","","No","KEN & CINDY SIRLS","KEN & CINDY SIRLS","","10/26/2022 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110238",
"110239","SILVER CREEK LAKE NO. 1","","","","Jurisdictional Dam","Active","2","11","SAGUACHE","N","48.0 N","8.0 E","19","NW","SW","401229.0","4250628.0","38.398429","-106.131129","GPS","SILVER CREEK","PONCHA SPRINGS","8.5","1956","R","N","N","RE","280.00","16.40","8850.00","18","3","10112","264.00","NONE","0.00","","Low","Not Required","","No","","07/20/2023","Satisfactory","Full Storage","MP3","No","SILVER CREEK LAKES RECREATION ASSOC. INC","MARK KENNEDY, PRESIDENT","MP3","07/19/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110239",
"110769","DROZ CREEK POND #1","","","","Non-Jurisdictional Dam","Active","2","11","CHAFFEE","N","48.0 N","8.0 E","6","NE","SE","402311.1","4255665.7","38.443943","-106.119441","GPS","","","","","","","","","","7.53","","","","","","","","","Low","","","No","","","","","","No","TOM SMITH, DAM OWNER (SMITH, TOM)","TOM SMITH","","05/09/2017 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110769",
"110770","DROZ CREEK POND #2","","","","Non-Jurisdictional Dam","Active","2","11","CHAFFEE","N","48.0 N","8.0 E","6","NE","SE","402395.4","4255677.3","38.444051","-106.118480","GPS","","","","","","","","","","7.46","","","","","","","","","Low","","","No","","","","","","No","TOM SMITH, DAM OWNER (SMITH, TOM)","TOM SMITH","","05/09/2017 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110770",
"110771","DROZ CREEK POND #3","","","","Non-Jurisdictional Dam","Active","2","11","CHAFFEE","N","48.0 N","8.0 E","6","NE","SE","402495.4","4255669.8","38.443999","-106.117333","GPS","","","","","","","","","","8.01","","","","","","","","","Low","","","No","","","","","","No","TOM SMITH, DAM OWNER (SMITH, TOM)","TOM SMITH","","05/09/2017 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110771",
"110772","DROZ CREEK POND #4","","","","Non-Jurisdictional Dam","Active","2","11","CHAFFEE","N","48.0 N","8.0 E","6","NE","SE","402577.1","4255622.9","38.443585","-106.116387","GPS","","","","","","","","","","8.92","","","","","","","","","Low","","","No","","","","","","No","TOM SMITH, DAM OWNER (SMITH, TOM)","TOM SMITH","","05/09/2017 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110772",
"110773","ARKANSAS POND","","CO02960","","Non-Jurisdictional Dam","Active","2","11","LAKE","S","8.0 S","79.0 W","10","SE","SE","397030.0","4357639.6","39.362091","-106.195252","GPS","","","","","O","N","Y","","","","","","18","","","","","","Low","","","No","","","","","","No","CLIMAX MOLYBDENUM CO","TIM RICHARDS","","03/15/2020 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110773",
"110775","ICE LAKE DAM","","","","Non-Jurisdictional Dam","Active","2","11","CHAFFEE","S","14.0 S","78.0 W","8","NW","SW","400718.9","4300716.1","38.849673","-106.144118","GPS","COTTONWOOD CREEK","Buena Vista, CO","0","","R","N","N","RE","2000.00","3.00","8008.10","97","36","100","","","","","Low","Not Required","","No","","","","","","No","","","MP3","05/03/2021 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110775",
"110776","MORTON LAKE","","","","Non-Jurisdictional Dam","Active","2","11","LAKE","S","8.0 S","80.0 W","29","SE","NE","383536.6","4353603.6","39.324020","-106.351136","Digitized","LONGS GULCH","Leadville Junction","4.6","","R","","N","RE","460.00","6.70","10045.60","44","13","3136","119.00","24 RCP with center-positioned in-line gate valve","36.00","","Low","Not Required","","No","","","","","","No","HOME STAKE FISHING CLUB","ROBERT WEAVER","MP3","08/28/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/110776",
"120101","BRUSH HOLLOW","","CO00458","","Jurisdictional Dam","Active","2","12","FREMONT","S","18.0 S","69.0 W","25","NE","NE","495298.2","4256671.0","38.458336","-105.053902","GPS","BRUSH HOLLOW CREEK","PUEBLO","33","1922","IR","N","N","RE","874.00","86.00","5501.00","3933","168","5504","18753.00","24 WSP","95.00","05/22/2023","High","Yes","04/15/2020","Yes","05/10/2012","08/30/2023","Satisfactory","Full Storage","MP3","No","DANIELS, SONNY ","SONNY DANIELS","MP3","06/12/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120101",
"120102","BISON PARK","VICTOR, BIG BISON","CO02047","","Jurisdictional Dam","Active","2","12","TELLER","S","15.0 S","69.0 W","2","SW","SW","492567.8","4291442.0","38.771672","-105.085564","GPS","BISON CREEK","PUEBLO","41","1902","SRF","N","N","RE","900.00","27.00","10400.00","1148","104","403","2400.00","12 CIP","4.00","","Significant","Yes","09/25/2023","No","02/07/2024","09/13/2022","Conditionally Satisfactory","Conditional Full Storage","MCC","No","CITY OF VICTOR","NATHAN HENDERSON","BCM","02/13/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120102",
"120103","BELTZ #2","","CO00459","","Non-Jurisdictional Dam","Active","2","12","TELLER","S","14.0 S","70.0 W","18","SE","SE","477383.7","4297944.0","38.830006","-105.260567","GPS","HAY CREEK","CANON CITY","25","1969","I","N","N","RE","300.00","13.00","8190.00","11","3","5210","3395.00","NO OUTLET","25.00","","Low","Not Required","","No","","07/17/1987","","","","No","J. O. BELTZ","J. O. BELTZ","BCM","03/30/2011 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120103",
"120105","BOEHMER","SOUTH SLOPE #2","CO02048","","Jurisdictional Dam","Active","2","12","TELLER","S","14.0 S","68.0 W","30","NW","SE","496478.3","4295507.8","38.808337","-105.040574","GPS","BOEHMER CREEK","PUEBLO","43","1893","SF","N","N","RE","760.00","36.00","0.00","541","50","1280","773.00","16 WSP","35.00","11/27/2001","Low","Yes","12/15/2023","Yes","12/01/2020","07/18/2023","Satisfactory","Full Storage","MCC","No","COLORADO SPRINGS UTILITIES","","BCM","01/11/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120105",
"120106","MASON","COLORADO SPRINGS #4, SOUTH SLOPE #4","CO02049","","Jurisdictional Dam","Active","2","12","TELLER","S","15.0 S","68.0 W","5","NE","NE","498793.6","4292363.4","38.780002","-105.013895","GPS","BOEHMER CREEK","PUEBLO","39","1903","SF","N","N","RE","1425.00","50.00","10925.00","1965","109","3974","6235.00","20 & 24 CIP","70.00","","High","Yes","12/15/2023","Yes","12/01/2019","08/15/2023","Conditionally Satisfactory","Conditional Full Storage","MCC","No","COLORADO SPRINGS UTILITIES","","BCM","01/11/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120106",
"120107","MC REYNOLDS","SOUTH SLOPE #5","CO02050","","Jurisdictional Dam","Active","2","12","TELLER","S","15.0 S","68.0 W","4","NW","SW","499227.9","4291993.4","38.776668","-105.008898","GPS","MIDDLE BEAVER CREEK","PUEBLO","39","1903","SF","N","N","RE","750.00","33.00","10920.00","2050","100","698","5340.00","20 CIP","50.00","","High","Yes","12/15/2023","Yes","12/01/2020","08/15/2023","Conditionally Satisfactory","Conditional Full Storage","MCC","No","COLORADO SPRINGS UTILITIES","","BCM","01/11/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120107",
"120108","BIG HORN","SOUTH SLOPE #7","CO02139","","Jurisdictional Dam","Active","2","12","EL PASO","S","14.0 S","69.0 W","24","NW","NE","494454.0","4297358.8","38.825007","-105.063901","GPS","E FK W BEAVER CREEK","PUEBLO","43","1896","SF","N","N","RE","400.00","21.00","12078.00","191","24","790","360.00","20 CIP","45.00","","Low","Not Required","12/15/2023","No","12/01/2007","07/19/2018","Conditionally Satisfactory","Conditional Full Storage","JEH","No","COLORADO SPRINGS UTILITIES","","BCM","01/11/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120108",
"120109","WILSON","SOUTH SLOPE #8","CO02051","","Jurisdictional Dam","Active","2","12","TELLER","S","14.0 S","69.0 W","24","SW","SW","493995.1","4296156.9","38.814172","-105.069178","GPS","E FK W BEAVER CREEK","PUEBLO","43","1897","SF","N","N","RE","1650.00","20.00","11675.00","669","83","1100","1700.00","16 CIP","20.00","09/15/2011","Significant","Yes","12/15/2023","Yes","12/01/2020","07/18/2023","Conditionally Satisfactory","Conditional Full Storage","MCC","No","COLORADO SPRINGS UTILITIES","","BCM","01/11/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120109",
"120110","CRIPPLE CREEK #2","","CO00460","1203907","Jurisdictional Dam","Active","2","12","TELLER","S","14.0 S","69.0 W","33","SE","NE","490398.6","4293478.8","38.790007","-105.110561","GPS","W FORK OF W BEAVER CRK","Penrose","28","1971","SRF","N","N","RE","184.00","50.50","10340.00","136","17","3014","9500.00","10 +18 WSP","30.00","12/01/2018","Significant","Yes","12/28/2023","Yes","09/19/2008","08/02/2023","Conditionally Satisfactory","Conditional Full Storage","MCC","No","CITY OF CRIPPLE CREEK","STEVE DICAMILLO","BCM","12/28/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120110",
"120111","CRIPPLE CREEK #3","","CO02160","1203908","Jurisdictional Dam","Active","2","12","TELLER","S","14.0 S","69.0 W","34","NW","NE","491123.3","4294402.7","38.798342","-105.102236","GPS","W FORK OF W BEAVER CRK","Penrose","28","1891","SRF","N","N","RE","190.00","40.00","10600.00","130","25","2778","22876.00","18 CMP GROUTED CLOSED","35.00","10/01/2018","Significant","Yes","12/28/2023","Yes","09/19/2008","08/02/2023","Conditionally Satisfactory","Conditional Full Storage","MCC","No","CITY OF CRIPPLE CREEK","STEVE DICAMILLO","BCM","12/28/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120111",
"120112","COPPER AGE","","","","Jurisdictional Dam","Active","2","12","TELLER","S","16.0 S","68.0 W","10","NW","SE","501249.4","4280428.0","38.672446","-104.985652","GPS","E. BEAVER CREEK","PUEBLO","44","","","N","N","RE","0.00","0.00","0.00","0","0","0","0.00","","0.00","","N","Not Required","","No","","","","","","No","","","BCM","03/30/2011 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120112",
"120114","CANON WTRSD C-3","","CO00461","","Jurisdictional Dam","Active","2","12","FREMONT","S","19.0 S","70.0 W","9","NE","SW","480453.8","4251700.1","38.413335","-105.223899","GPS","SAND CREEK","CANON CITY","2","1972","CO","N","N","RE","715.00","70.00","5460.00","1141","62","2266","10580.00","10 WSP DRWDN; 30 RCP MAIN OUTLET CONDUIT","145.00","01/01/2014","High","Yes","05/26/2021","Yes","07/28/2015","06/06/2023","Satisfactory","Full Storage","MP3","No","BOARD OF COUNTY COMMISSIONERS (BOARD OF COUNTY COMMISSIONERS)","BOARD OF COUNTY COMMISSIONERS","MP3","07/18/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120114",
"120115","CANON WTRSHD. DET. C-4","","CO00462","","Jurisdictional Dam","Active","2","12","FREMONT","S","19.0 S","70.0 W","9","NW","NW","479727.1","4251887.2","38.415004","-105.232231","GPS","ARKANSAS RIVER","CANON CITY","2","1972","C","N","N","RE","496.00","38.00","5530.00","207","20","454","2065.00","10 WSP DRWDN; 30 RCP MAIN OUTLET CONDUIT","112.00","10/06/2011","High","Yes","05/26/2021","Yes","07/28/2015","06/06/2023","Satisfactory","Full Storage","MP3","No","FREMONT COUNTY ENGINEER","J K BUNDERSON","MP3","07/18/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120115",
"120117","DRY CREEK FLOOD CONTROL","","CO00463","","Jurisdictional Dam","Active","2","12","FREMONT","S","19.0 S","69.0 W","20","NW","NE","488160.6","4248541.6","38.385009","-105.135566","GPS","DRY CREEK","FLORENCE","0","1970","C","N","N","RE","1072.00","28.70","5260.00","157","17","320","2450.00","30 RCP with Principle spillway structure 10 WSP DRWDN","123.00","10/06/2011","High","Yes","06/15/2023","Yes","09/06/2013","05/17/2023","Satisfactory","Full Storage","MP3","No","CITY OF FLORENCE","AMY NASTA","MP3","07/10/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120117",
"120118","FLORENCE SOUTH RES. NO. 1","NORTH CELL","CO02053","","Jurisdictional Dam","Active","2","12","FREMONT","S","21.0 S","69.0 W","16","SW","SW","489446.3","4229862.3","38.216673","-105.120574","GPS","ALKALI CREEK","COAL CREEK","3","1904","S","N","N","RE","525.00","29.50","5530.00","284","15","6","25.00","16 DIP MAIN OUTLET PIPELINE TO TRTMENT PLANT, UNKNOW IF BLOWOFF WAS CONSTRUCTED IN 1991, ANBANONED CIP DRAIN LINE THRU WEST DAM EMBANKMENT","50.00","10/17/1991","High","Yes","06/15/2023","Yes","06/01/2016","05/17/2023","Conditionally Satisfactory","Conditional Full Storage","MP3","No","CITY OF FLORENCE","AMY NASTA","MP3","07/10/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120118",
"120120","HARDINS","","CO02454","","Jurisdictional Dam","Active","2","12","CUSTER","S","21.0 S","70.0 W","23","NE","NE","484874.9","4229776.3","38.215833","-105.172789","GPS","ADOBE CREEK","PORTLAND","15","1960","FR","N","Y","RE","115.00","18.00","0.00","3","1","640","45.00","6 WSP","3.00","","NPH","Not Required","","No","","","","","","No","U.S. FOREST SERVICE (KEITH BAKEMAN)","KEITH BAKEMAN","","09/09/2009 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120120",
"120122","HARRY WALKER","HOBART KINCAID, HIDDEN VALLEY","CO02455","","Jurisdictional Dam","Active","2","12","FREMONT","N","47.0 N","11.0 E","1","NW","SW","438064.1","4245688.3","38.357223","-105.708901","GPS","BIG COTTONWOOD CREEK","COTOPAXI","2","1978","RF","N","N","VACN","21.00","20.00","6560.00","11","2","16250","35.00","20 GP","59.00","","Low","Not Required","","No","","04/27/2023","Conditionally Satisfactory","Conditional Full Storage","MP3","No","CHARLES SEDMAK","CHARLES SEDMAK","MP3","08/20/2019 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120122",
"120123","HARVEY BROTHERS","","CO02163","","Jurisdictional Dam","Active","2","12","FREMONT","S","17.0 S","72.0 W","36","SW","NW","464791.3","4263589.9","38.520007","-105.403904","GPS","CURRANT CREEK","CANON CITY","11","1939","I","N","N","RE","310.00","15.00","12013.00","19","2","20","112.00","6 WSP","3.00","","NPH","Not Required","","No","","","","","","No","JOHN G. HARVEY","JOHN G. HARVEY","MP3","09/09/2009 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120123",
"120124","HARVEY - MURRY","","CO00465","","Jurisdictional Dam","Active","2","12","FREMONT","S","18.0 S","72.0 W","11","NW","SE","463908.7","4261189.2","38.498334","-105.413897","GPS","CURRANT CREEK","PARKDALE","2","1953","I","N","N","RE","260.00","17.00","6000.00","11","2","15","345.00","2-12 WSP","25.00","","NPH","Not Required","","No","","","","","","No","JOHN G. HARVEY","JOHN G. HARVEY","MP3","09/09/2009 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120124",
"120126","JORDAN #1","","CO00466","","Non-Jurisdictional Dam","Active","2","12","TELLER","S","14.0 S","70.0 W","5","SW","SE","478597.4","4300930.1","38.856945","-105.246685","GPS","HAY CREEK","CANON CITY","27","1959","FR","N","N","RE","260.00","20.00","8505.00","20","3","4019","4600.00","8 DIP drawdown pipe into 48 drop inlet with a 21 RCP outlet pipe","11.00","","Low","Not Required","","No","","09/28/2005","Unsatisfactory","Recommended Restriction","WTM","No","B LAZY M RANCH OWNERS ASSOCIATION (GARY LEDFORD)","GARY LEDFORD","MP3","03/18/2013 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120126",
"120127","LITTLE JOHNNY","","CO00467","","Jurisdictional Dam","Active","2","12","FREMONT","S","17.0 S","71.0 W","30","SW","NW","466449.8","4265160.5","38.534219","-105.384949","GPS","COTTONWOOD","CANON CITY","9","1954","I","N","N","RE","354.00","29.00","6250.00","30","4","100","1381.00","12 WSP","10.00","","NPH","Not Required","","No","","","","","","No","JOHN G. HARVEY","JOHN G. HARVEY","MP3","12/19/2022 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/120127",
